FP1 (channel 1),FP2 (channel 2),time
-3.6681362279325587,-2.892091836335683,1677707658.292777
-4.2252358783441375,-3.061803994015771,1677707658.292784
-4.7869409332527315,-3.251133613477702,1677707658.292791
-5.350280424298193,-3.460193030432714,1677707658.292798
-5.912266932274538,-3.68877589991325,1677707658.399153
-6.4699227614358525,-3.9363381744661345,1677707658.413169
-7.020305130560569,-4.201983036894504,1677707658.419264
-7.560530061083054,-4.484450208561735,1677707658.41928
-8.08779467752209,-4.7821100086015775,1677707658.427213
-8.599397675148815,-5.092962486012078,1677707658.427229
-9.092757753392878,-5.414641886023583,1677707658.435252
-9.565429859852854,-5.744426644931188,1677707658.435267
-10.01511913786425,-6.079255034505032,1677707658.441791
-10.439692519263005,-6.415746498994799,1677707658.4418
-10.83718795213661,-6.750228645598062,1677707658.4506
-11.2058212998757,-7.078769764140109,1677707658.450622
-11.543990991674669,-7.397216664782689,1677707658.457128
-11.85028054480817,-7.701237535086639,1677707658.457186
-12.123459114662195,-7.9863694310089,1677707658.467906
-12.362480258880433,-8.248069931775046,1677707658.467927
-12.56647912649933,-8.48177240741957,1677707658.472728
-12.734768301147279,-8.682944271521098,1677707658.47936
-12.866832539001066,-8.847147521657623,1677707658.479371
-12.962322647125127,-8.970100807710278,1677707658.486792
-13.021048746137879,-9.0477422146348,1677707658.486807
-13.042973153093637,-9.07629190289461,1677707658.494802
-13.028203106436033,-9.052313717496421,1677707658.494818
-12.976983535411899,-8.972774856444532,1677707658.502811
-12.889690052103822,-8.83510268223474,1677707658.502838
-12.766822316023106,-8.63723776636947,1677707658.509443
-12.608997889867215,-8.377682277225146,1677707658.50947
-12.416946671512699,-8.05554285616467,1677707658.517464
-12.191505952549715,-7.6705671755639,1677707658.517481
-11.933616118643208,-7.2231734351820185,1677707658.52545
-11.64431697269212,-6.714472129586107,1677707658.525502
-11.324744629079287,-6.146279508436099,1677707658.532503
-10.976128897130355,-5.52112225240885,1677707658.539067
-10.599791045021304,-4.8422329992214825,1677707658.539076
-10.19714181248585,-4.113536475219496,1677707658.547126
-9.769679522359095,-3.3396261167371133,1677707658.547145
