FP1 (channel 1),FP2 (channel 2),time
-2.7330508415893147,-2.3341600060991747,1678219090.525075
-2.740919446592642,-2.364017884210133,1678219090.525083
-2.748265541218056,-2.3931332818287454,1678219090.525091
-2.75570037282116,-2.4219212867024407,1678219090.525098
-2.763801083356753,-2.450786776162233,1678219090.589211
-2.7731011550450555,-2.4801173745904657,1678219090.602504
-2.7840814623008896,-2.510276463096286,1678219090.609933
-2.797162058370297,-2.541596329009403,1678219090.609942
-2.8126948142002877,-2.574371542985081,1678219090.617937
-2.8309570144486473,-2.608852650714964,1678219090.617955
-2.8521460014395608,-2.645240264456046,1678219090.626012
-2.8763749425259735,-2.683679636829472,1678219090.626028
-2.903669779986108,-2.724255795615363,1678219090.634655
-2.933967405525303,-2.766989313600644,1678219090.634672
-2.9671150839472764,-2.811832781951871,1678219090.640704
-3.0028711328740925,-2.858668049119463,1678219090.640754
-3.040906847801424,-2.9073042799756115,1678219090.647902
-3.0808096445374953,-2.9574768817952934,1678219090.647917
-3.122087374441656,-3.0088473348660543,1678219090.654466
-3.164173752088273,-3.061003956024507,1678219090.654474
-3.2064348202521256,-3.113463613342278,1678219090.661464
-3.2481763636403405,-3.1656743996081715,1678219090.669442
-3.288652170757244,-3.217019261273938,1678219090.669457
-3.3270730328308358,-3.266820568255991,1678219090.678883
-3.362616359973768,-3.31434559853259,1678219090.678898
-3.3944362877899814,-3.358812899972475,1678219090.685943
-3.421674142532956,-3.3993994804116476,1678219090.685956
-3.443469129705454,-3.4352487658010733,1678219090.693472
-3.4589691096663464,-3.465479255424875,1678219090.693486
-3.4673413243511018,-3.4891937928830328,1678219090.702931
-3.467782941564001,-3.5054893618909833,1678219090.702971
-3.459531287380788,-3.513467307113444,1678219090.709013
-3.4418736429040955,-3.5122438723577307,1678219090.70903
-3.4141564888122273,-3.5009609416303467,1678219090.717667
-3.3757940896867438,-3.478796862926044,1678219090.717686
-3.3262763198314524,-3.4449772302737727,1678219090.723674
-3.2651756430276433,-3.398785496596662,1678219090.729792
-3.192153170221232,-3.3395732884245124,1678219090.729805
-3.106963731315118,-3.266770293480662,1678219090.736841
-3.0094599098513837,-3.179893593685725,1678219090.736855
-2.899595002222338,-3.0785563191950587,1678219090.744916
-2.7774248759626716,-2.9624755037127986,1678219090.744927
-2.64310871447289,-2.8314790274820703,1678219090.752339
-2.49690864804583,-2.685511541999682,1678219090.75235
